menu_index,Basic_ID,Basic_Name,Basic_Weight_g,Basic_Price_TWD,Label_Cal_kcal,Label_CalNoSa_kcal,Label_Carbohydrate_g,Label_Protein_g,Label_Fat_g,Label_Sugar_g,Label_DietFiber_g,Label_Water_g,Label_Coffeine,Compound_MonoSa_g,Compound_DiSa_g,Compound_PolySa_g,Compound_SaFat_g,Compound_MonounUnsaFat_g,Compound_PolyUnsaFat_g,Compound_TransFat_g,Compound_Cholesterol_mg,Vitamin_A_μg,Vitamin_D_μg,Vitamin_E_μg,Vitamin_K_μg,Vitamin_B1_mg,Vitamin_B2_mg,Vitamin_B6_μg,Vitamin_B12_μg,Vitamin_C_mg,Vitamin_B3_μg,Vitamin_B9_μg,Vitamin_Choline_μg,Vitamin_B7_μg,Vitamin_B5_μg,Element_Na_mg,Element_Ca_mg,Element_P_mg,Element_Mg_mg,Element_Fe_mg,Element_Zi_mg,Element_I_mg,Element_Se_mg,Element_F_mg
695,0028AAJJWI1C0027,草莓奶蓋（L）,,45,420,40,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,0028AAJJWG1C0028,紅茶拿鐵（M）,,40,245,136,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,0028AAJJWG1C0029,珍珠紅茶拿鐵（L）,,50,609,136,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,0028AAJJWG1C0030,冬瓜拿鐵（M）,,45,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,0028AAJJWG1C0031,芋頭牛奶（M）,,55,410,40,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,0028AAJJWI1C0032,草莓歐蕾（M）,,55,330,40,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,0028AAJJWG1C0033,招牌咖啡（L）,,35,490,20,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,0028AAJJWG1C0034,巧克力奶茶（L）,,35,427,200,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,0028AAJJWG1C0035,巧克力珍珠奶茶（L）,,40,602,200,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,0028AAJJWG1C0036,南非國寶拿鐵（M）,,45,320,136,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,0028AAJJWI1C0037,芋頭牛奶西谷米（M）,,55,500,56,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,0028AAJJWJ1C0038,綠豆沙（M）,,35,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,0028AAJJWJ1C0039,綠豆沙（L）,,40,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,0028AAJJWJ1C0040,綠豆沙牛奶（L）,,50,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,0028AAJJWJ1C0041,芒果冰沙（M）,,35,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,0028AAJJWJ1C0042,芒果冰沙（L）,,40,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,0028AAJJWJ1C0043,草莓冰沙（M）,,40,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,0028AAJJWJ1C0044,草莓冰沙（L）,,45,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,0028AAJJWJ1C0045,芒果歐蕾（L）,,55,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,0028AAJJWI1C0046,草莓果茶（M）,,40,230,40,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,0028AAJJWI1C0047,百香綠茶（L）,,30,301,296,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,0028AAJJWI1C0048,鮮檸檬紅茶（L）,,35,245,392,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,0028AAJJWI1C0049,鮮檸檬綠茶（L）,,35,245,392,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,0028AAJJWG1C0050,鮮檸檬汁（L）,,,,344,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,0028AAJJWG1C0051,南非國寶檸檬茶（L）,,35,315,392,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,0028AAJJWG1C0052,金桔檸檬（L）,,45,273,200,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,0028AAJJWI1C0053,百香雙響炮（L）,,40,525,248,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,0028AAJJWI1C0054,芒果綠茶（L）,,35,301,200,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,0028AAJJWI1C0055,芒果金桔西谷米（L）,,40,413,200,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,0028AAJJWI1C0056,檸檬霸（L）,,55,427,368,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,0028AAJJWG1C0057,鮮榨蘋果百香（L）,,50,273,200,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,0028AAJJWI1C0058,鮮榨蘋果養樂多（L）,,60,357,200,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,0028AAJJWI1C0059,鮮葡萄柚冰茶（L）,,60,392,296,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,0028AAJJWI1C0060,鮮香橙冰茶（L）,,60,420,296,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,0028AAJJWI1C0061,鮮橙柚冰茶（L）,,60,399,296,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,0031AAJKVG0001,招牌奶茶（M）,,,332,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,0031AAJKVG0002,招牌奶茶（L）,,,415,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,0031AAJKVG0003,黃金奶綠（M）,,,332,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,0031AAJKVG0004,黃金奶綠（L）,,,415,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,0031AAJKVG0005,迷你珍珠奶茶（M）,,,391,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,0031AAJKVG0006,迷你珍珠奶茶（L）,,,504,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,0031AAJKVG0007,珍珠奶茶（M）,,,391,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,0031AAJKVG0008,珍珠奶茶（L）,,,504,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,0031AAJKVG0009,鬥陣奶茶（M）,,,391,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,0031AAJKVG0010,鬥陣奶茶（L）,,,504,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,0031AAJKVG0011,仙草凍奶茶（L）,,,335,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,0031AAJKVG0012,椰果奶茶（M）,,,414,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,0031AAJKVG0013,椰果奶茶（L）,,,517,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,0031AAJKVG0014,波麗士奶茶（M）,,,391,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,0031AAJKVG0015,波麗士奶茶（L）,,,504,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,0031AAJKVG0016,咖啡凍奶茶（M）,,,398,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,0031AAJKVG0017,咖啡凍奶茶（L）,,,493,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,0031AAJKVG0018,布丁奶茶（M）,,,370,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,0031AAJKVG0019,布丁奶茶（L）,,,444,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,0031AAJKVG0020,直火烏龍奶茶（M）,,,332,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,0031AAJKVG0021,直火烏龍奶茶（L）,,,415,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,0031AAJKVG0022,檸檬紅茶（M）,,,206,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,0031AAJKVG0023,檸檬紅茶（L）,,,256,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,0031AAJKVG0024,檸檬綠茶（M）,,,206,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,0031AAJKVG0025,檸檬綠茶（L）,,,256,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,0031AAJKVG0026,鮮檸檬原汁（M）,,,213,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,0031AAJKVG0027,鮮檸檬原汁（L）,,,265,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,0031AAJKVG0028,蜂蜜檸檬（M）,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,0031AAJKVG0029,蜂蜜檸檬（L）,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,0031AAJKVG0030,檸檬愛玉（M）,,,187,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,0031AAJKVG0031,檸檬愛玉（L）,,,221,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,0031AAJKVG0032,話梅檸檬（M）,,,114,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,0031AAJKVG0033,話梅檸檬（L）,,,155,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,0031AAJKVG0034,元氣黃金梅茶（M）,,,239,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,0031AAJKVG0035,元氣黃金梅茶（L）,,,321,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,0031AAJKVG0036,金桔檸檬（M）,,,272,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,0031AAJKVG0037,金桔檸檬（L）,,,338,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,0031AAJKVG0038,梅子桔茶（M）,,,234,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,0031AAJKVG0039,梅子桔茶（L）,,,290,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,0031AAJKVG0040,葡萄柚綠茶（M）,,,183,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,0031AAJKVG0041,葡萄柚綠茶（L）,,,244,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,0031AAJKVG0042,鮮葡萄柚原汁（M）,,,183,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,0031AAJKVG0043,鮮葡萄柚原汁（L）,,,244,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,0031AAJKVG0044,青檸香柚QQ（M）,,,262,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,0031AAJKVG0045,青檸香柚QQ（L）,,,340,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,0031AAJKVG0046,海神（L）,,,184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,0031AAJKVG0047,四季菁茶（L）,,,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,0031AAJKVG0048,凍頂烏龍（L）,,,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,0031AAJKVG0049,金萱茶（L）,,,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,0031AAJKVG0050,烏龍綠茶（L）,,,184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,0031AAJKVG0051,櫻花烏龍（L）,,,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,0031AAJKVG0052,玫瑰普洱茶（L）,,,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,0031AAJKVG0053,斯里蘭卡烏瓦紅茶（L）,,,184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,0031AAJKVG0054,安徽祁門紅茶（L）,,,184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,0031AAJKVG0055,英格蘭尊爵紅茶（L）,,,184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,0031AAJKVG0056,絕代雙Q奶茶（M）,,,391,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,0031AAJKVG0057,絕代雙Q奶茶（L）,,,504,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,0031AAJKVG0058,白桃蜜烏龍（L）,,,258,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,0031AAJKVG0059,荔枝玉露（M）,,,299,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,0031AAJKVG0060,荔枝玉露（L）,,,396,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,0031AAJKVG0061,百香搖果樂（M）,,,295,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,0031AAJKVG0062,百香搖果樂（L）,,,395,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,0031AAJKVG0063,紅茶拿鐵（M）,,,216,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,0031AAJKVG0064,紅茶拿鐵（L）,,,265,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,0031AAJKVG0065,紫米奶茶（M）,,,412,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,0031AAJKVG0066,紫米奶茶（L）,,,520,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,0031AAJKVG0067,黑糖薑汁可可（M）,,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,0031AAJKVG0068,黑糖薑汁可可（L）,,,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,0031AAJKVG0069,蘋果冰茶（L）,,,291,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,0031AAJKVG0070,斯里蘭卡烏瓦紅茶（M）,,,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,0031AAJKVG0071,斯里蘭卡烏瓦紅茶（L）,,,184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,0031AAJKVG0072,文山包種（L）,,,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,0031AAJKVG0073,暖薑茶（L）,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,0031AAJKVG0074,暖薑奶茶（L）,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,0031AAJKVG0075,桂圓紅棗（M）,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,0031AAJKVG0076,桂圓紅棗（L）,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,0031AAJKVG0077,紫米可可（M）,,,455,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,0031AAJKVG0078,紫米可可（L）,,,585,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,0031AAJKVG0079,梅子蕃茄蜜（M）,,,93,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,0031AAJKVG0080,烏龍拿鐵（M）,,,234,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,0031AAJKVG0081,烏龍拿鐵（L）,,,284,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,0031AAJKVG0082,祁門拿鐵（M）,,,216,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,0031AAJKVG0083,祁門拿鐵（L）,,,265,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,0031AAJKVG0084,仙草凍拿鐵（M）,,,237,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,0031AAJKVG0085,仙草凍拿鐵（L）,,,315,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,0031AAJKVG0086,經典可可（M）,,,375,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,0031AAJKVG0087,經典可可（L）,,,480,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,0031AAJKVG0088,焦糖可可（M）,,,351,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,0031AAJKVG0089,焦糖可可（L）,,,468,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,0031AAJKVG0090,香草可可（M）,,,351,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,0031AAJKVG0091,香草可可（L）,,,468,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,0031AAJKVG0092,榛果可可（M）,,,351,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,0031AAJKVG0093,榛果可可（L）,,,468,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,0031AAJKVG0094,北海道可可（M）,,,351,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,0031AAJKVG0095,北海道可可（L）,,,468,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,0031AAJKVG0096,冰淇淋紅茶（L）,,,342,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,0031AAJKVG0097,冰淇淋綠茶（L）,,,279,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,0031AAJKVG0098,冰淇淋巧克力（L）,,,574,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,0031AAJKVG0099,草莓歐蕾（M）,,,243,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,0031AAJKVG0100,草莓歐蕾（L）,,,307,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,0031AAJKVG0101,典藏紅茶（M）,,,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,0031AAJKVG0102,典藏紅茶（L）,,,184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,0031AAJKVG0103,黃金綠茶（M）,,,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,0031AAJKVG0104,黃金綠茶（L）,,,123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,0031AAJKVG0105,話梅綠茶（M）,,,55,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,0031AAJKVG0106,話梅綠茶（L）,,,74,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,0031AAJKVG0107,蜂蜜蘆薈（M）,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,0031AAJKVG0108,蜂蜜蘆薈（L）,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,0031AAJKVG0109,蜂蜜紅茶（M）,,,206,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,0031AAJKVG0110,蜂蜜紅茶（L）,,,256,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,0031AAJKVG0111,蜂蜜綠茶（M）,,,206,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,0031AAJKVG0112,蜂蜜綠茶（L）,,,256,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,0031AAJKVG0113,百香紅茶（M）,,,240,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,0031AAJKVG0114,百香紅茶（L）,,,299,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,0031AAJKVG0115,百香綠茶（M）,,,240,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,0031AAJKVG0116,百香綠茶（L）,,,299,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,0031AAJKVG0117,養樂多綠茶（M）,,,200,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,0031AAJKVG0118,養樂多綠茶（L）,,,267,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,0031AAJKVG0119,七巧歐蕾（M）,,,413,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,0031AAJKVG0120,七巧歐蕾（L）,,,518,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,0031AAJKVG0121,纖美小紫蘇（M）,,,240,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,0031AAJKVG0122,纖美小紫蘇（L）,,,300,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,0031AAJKVG0123,葡萄可爾必思（M）,,,258,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,0031AAJKVG0124,葡萄可爾必思（L）,,,318,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,0031AAJKVG0125,特調咖啡（M）,,,266,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,0031AAJKVG0126,特調咖啡（L）,,,353,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,0031AAJKVG0127,焦糖咖啡（M）,,,258,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,0031AAJKVG0128,焦糖咖啡（L）,,,341,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,0031AAJKVG0129,香草咖啡（M）,,,258,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,0031AAJKVG0130,香草咖啡（L）,,,341,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,0031AAJKVG0131,榛果咖啡（M）,,,258,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,0031AAJKVG0132,榛果咖啡（L）,,,341,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,0031AAJKVG0133,北海道咖啡（M）,,,258,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,0031AAJKVG0134,北海道咖啡（L）,,,341,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,